,pick,class,player,minutes_per,off_reb_per,def_reb_per,assist_per,block_per,steal_per,free_throw_per,two_point_per,three_point_per
465,38,So,Patrick McCaw,83.4,3.4,12.7,23.0,1.2,3.8,30.7,0.564,0.35200000000000004
466,14,Jr,Patrick Patterson,81.8,10.6,13.4,5.5,4.1,1.2,34.8,0.626,0.348
467,4,Fr,Patrick Williams,52.1,6.8,13.9,8.4,5.6,2.6,35.6,0.5,0.32
468,55,So,Patty Mills,61.7,1.6,6.0,25.9,0.6,3.9,25.7,0.455,0.332
469,10,So,Paul George,72.6,6.8,18.6,22.6,3.0,3.9,34.8,0.489,0.35600000000000004
470,58,Jr,Paul Reed,72.0,11.2,25.7,11.1,9.4,3.3,22.3,0.5539999999999999,0.294
471,26,Sr,Payton Pritchard,88.8,2.3,11.6,31.6,0.1,2.5,30.3,0.512,0.415
472,28,So,Perry Jones III,66.6,10.8,18.6,8.8,2.1,1.7,28.3,0.515,0.303
473,56,Sr,Peyton Siva,76.7,1.1,7.6,34.3,0.6,4.3,28.5,0.476,0.28800000000000003
474,42,Sr,Pierre Jackson,86.3,2.2,9.6,41.5,0.0,2.5,47.4,0.49,0.359
475,20,Fr,Precious Achiuwa,75.3,11.4,24.7,7.5,6.4,2.0,50.7,0.514,0.325
476,37,Sr,Quincy Acy,74.6,10.7,18.6,6.5,6.5,1.8,64.9,0.564,0.6
477,38,Fr,Quincy Miller,59.3,7.6,16.0,11.3,2.7,1.6,36.7,0.475,0.358
478,26,Sr,Quincy Pondexter,80.4,10.3,15.0,11.2,1.8,2.2,48.7,0.55,0.353
479,49,Sr,Quinndary Weatherspoon,84.5,4.7,11.6,16.6,1.1,2.9,43.7,0.564,0.396
480,3,Fr,R.J. Barrett,87.9,4.8,17.2,23.5,1.2,1.4,31.9,0.529,0.308
481,28,Jr,R.J. Hunter,92.1,2.8,12.4,19.7,3.6,3.6,44.5,0.49,0.298
482,36,Sr,Rakeem Christmas,85.1,10.1,19.3,10.5,8.4,1.6,52.0,0.555,0.0
483,17,Fr,Rashad Vaughn,57.3,2.3,13.9,12.2,1.1,1.5,29.9,0.481,0.383
484,36,Jr,Ray McCallum,93.2,4.0,13.3,23.5,1.7,3.0,46.7,0.545,0.317
485,56,Jr,Ray Spalding,68.2,13.3,20.9,9.6,6.3,3.1,33.8,0.56,0.263
486,56,Fr,Raymond Spalding,42.3,11.0,17.4,5.4,4.5,3.2,44.8,0.5660000000000001,0.333
487,25,Jr,Reggie Bullock,76.5,6.6,15.8,16.2,0.9,2.2,21.0,0.537,0.429
488,24,Jr,Reggie Jackson,85.4,3.9,11.3,29.7,1.7,1.9,31.5,0.556,0.42
489,57,So,Reggie Perry,77.7,12.4,25.1,16.1,4.1,1.6,53.0,0.542,0.324
490,49,Jr,Richard Hendrix,73.1,13.1,23.5,11.5,7.2,2.4,52.5,0.604,0.28600000000000003
491,37,Sr,Richaun Holmes,67.1,11.5,21.0,7.2,11.3,1.5,50.7,0.586,0.419
492,58,Sr,Robbie Hummel,80.6,5.5,21.7,12.6,4.2,1.3,29.5,0.44,0.383
493,58,So,Robbie John Hummel,63.1,6.8,20.2,14.0,2.2,2.4,30.5,0.4970000000000001,0.381
494,60,Sr,Robert Dozier,75.3,10.7,16.5,9.3,5.6,2.5,53.8,0.5489999999999999,0.375
495,60,Sr,Robert Sacre,65.4,9.9,18.1,5.7,5.8,0.8,86.0,0.515,0.0
496,54,Sr,Robert Vaden,90.2,2.3,13.5,11.9,1.8,1.7,19.2,0.48,0.34600000000000003
497,27,So,Robert Williams,54.9,10.2,26.8,10.8,10.0,1.8,31.8,0.6679999999999999,0.0
498,40,Fr,Robert Woodard,43.6,9.5,18.1,7.5,3.2,1.8,32.1,0.545,0.273
499,40,So,Robert Woodard II,82.5,8.2,14.9,7.6,3.4,2.0,28.4,0.517,0.429
500,15,So,Robin Lopez,60.5,12.6,14.0,5.4,9.5,1.3,50.4,0.5329999999999999,1.0
501,23,So,Rodney Hood,81.9,2.9,11.7,13.2,0.8,1.3,32.8,0.494,0.42
502,14,Fr,Romeo Langford,76.8,4.8,12.8,14.2,2.7,1.3,49.1,0.53,0.272
503,51,Sr,Romero Osby,70.7,8.2,19.5,10.2,3.2,1.3,58.6,0.525,0.529
504,23,So,Rondae Hollis-Jefferson,71.5,9.0,20.1,10.1,3.4,2.4,74.5,0.537,0.207
505,56,Sr,Roy Devyn Marble,74.4,2.9,8.6,23.6,0.8,3.4,45.6,0.456,0.349
506,17,Sr,Roy Hibbert,65.3,11.3,17.0,16.6,9.7,1.3,49.0,0.605,1.0
507,16,So,Royce White,78.8,9.4,24.6,34.5,3.0,2.2,62.5,0.541,0.333
508,9,Jr,Rui Hachimura,75.5,5.8,17.0,9.3,2.4,1.8,47.7,0.606,0.417
509,47,Sr,Russ Smith,73.2,2.9,9.6,31.6,0.4,4.0,45.1,0.517,0.387
510,4,So,Russell Westbrook,84.6,5.9,8.4,24.0,0.6,2.9,38.6,0.4970000000000001,0.32
511,21,So,Ryan Anderson,81.0,11.5,23.8,9.7,1.9,0.6,42.4,0.53,0.41
512,48,Sr,Ryan Kelly,46.1,6.9,14.3,11.0,5.4,1.4,40.1,0.473,0.422
513,57,Sr,Ryan Reid,54.8,9.9,10.0,10.1,2.6,1.5,46.1,0.491,0.0
514,38,Jr,Saben Lee,81.4,2.0,11.0,32.0,0.9,2.7,49.8,0.5489999999999999,0.322
515,19,So,Saddiq Bey,84.4,4.5,11.3,14.9,1.1,1.4,24.8,0.5,0.451
516,18,Jr,Sam Dekker,77.0,8.4,14.8,8.6,1.5,1.1,27.8,0.639,0.331
517,60,Sr,Sam Merrill,86.3,0.6,12.0,24.0,0.4,1.5,39.7,0.515,0.41
518,36,Sr,Sam Young,77.4,6.9,15.4,6.6,2.7,1.9,31.2,0.551,0.37
519,56,Sr,Sasha Kaun,44.2,11.0,13.4,3.0,8.2,1.4,67.4,0.61,0.0
520,42,Sr,Sean Singletary,84.0,2.5,10.1,37.7,0.1,3.0,46.6,0.456,0.3670000000000001
521,55,So,Semaj Christon,87.6,1.5,7.4,25.3,0.8,2.3,56.0,0.491,0.388
522,37,Jr,Semi Ojeleye,85.4,8.4,15.0,9.3,1.6,0.8,50.8,0.529,0.424
523,14,Fr,Shabazz Muhammad,69.5,9.9,8.5,5.8,0.4,1.3,39.5,0.463,0.377
524,24,Sr,Shabazz Napier,87.2,3.4,15.0,30.8,1.0,3.2,48.0,0.448,0.405
525,11,Fr,Shai Gilgeous-Alexander,84.0,3.2,10.0,28.8,1.7,2.8,46.2,0.5,0.404
526,54,Jr,Shake Milton,60.6,2.1,13.5,25.9,2.3,2.4,40.5,0.462,0.434
527,51,Sr,Shan Foster,82.2,4.1,12.3,10.7,0.7,1.8,20.7,0.61,0.469
528,18,So,Shane Larkin,90.7,1.6,10.4,26.1,0.3,3.4,29.3,0.5379999999999999,0.406
529,34,Jr,Shelvin Mack,79.4,2.7,14.3,25.1,0.3,1.4,32.6,0.451,0.35100000000000003
530,48,Sr,Sindarius Thornwell,71.9,8.0,16.2,19.4,3.4,3.6,59.0,0.471,0.392
531,53,Sr,Sir'Dominic Pointer,86.5,6.2,17.5,18.3,7.6,3.2,42.6,0.565,0.08
532,50,Sr,Skylar Mays,85.4,1.6,13.7,17.0,0.7,2.9,43.9,0.5479999999999999,0.394
533,50,So,Solomon Alabi,63.8,11.6,15.7,4.4,10.4,1.4,54.6,0.534,0.0
534,23,Sr,Solomon Hill,82.1,6.6,12.8,16.8,1.8,2.1,35.9,0.508,0.39
535,39,Sr,Sonny Weems,76.0,6.2,10.4,17.3,0.8,2.4,17.9,0.513,0.37
536,38,So,Spencer Dinwiddie,80.1,1.0,9.8,20.2,1.6,2.5,76.7,0.477,0.338
537,8,Fr,Stanley Johnson,70.9,8.9,19.1,11.6,1.6,3.2,45.6,0.478,0.371
538,59,Sr,Stanley Robinson,85.6,8.9,14.6,6.6,3.2,1.5,25.1,0.5710000000000001,0.342
539,7,Jr,Stephen Curry,82.1,1.8,12.3,39.8,0.7,3.9,36.1,0.518,0.388
540,41,Fr,Stephen Zimmerman Jr.,51.8,9.0,26.1,6.5,7.2,1.0,48.3,0.481,0.25
541,46,Sr,Sterling Brown,81.6,6.0,16.9,17.9,2.2,2.7,31.3,0.465,0.449
542,12,Fr,Steven Adams,56.1,15.3,19.1,5.4,11.2,1.9,40.0,0.5710000000000001,0.0
543,47,Sr,Sviatoslav Mykhailiuk,86.1,3.9,8.7,13.4,0.9,1.9,11.9,0.423,0.444
544,14,So,T.J. Warren,84.8,10.8,12.8,8.6,1.8,3.1,34.7,0.58,0.267
545,18,Fr,TJ Leaf,72.8,9.1,19.7,13.2,3.5,1.1,27.8,0.644,0.466
546,26,Jr,Taj Gibson,83.6,13.4,19.0,8.2,9.5,1.8,57.6,0.601,0.0
547,46,Fr,Talen Horton-Tucker,67.9,2.9,16.7,16.2,2.7,2.8,23.0,0.475,0.308
548,12,Sr,Taurean Prince,76.2,8.9,14.7,15.4,2.7,2.3,33.6,0.468,0.361
549,48,Sr,Taylor Griffin,74.8,9.3,12.0,7.9,3.4,2.5,55.8,0.5479999999999999,0.35700000000000004
550,2,Fr,Temetrius Morant,86.3,6.6,15.8,32.9,1.3,1.7,48.2,0.526,0.293
551,48,Sr,Terance Mann,78.3,9.1,14.3,15.6,1.2,1.2,42.6,0.547,0.39
552,18,So,Terrence Jones,69.6,10.8,16.3,8.7,5.8,2.7,44.6,0.528,0.327
553,8,So,Terrence Ross,77.2,4.7,17.6,9.2,3.0,2.3,20.0,0.518,0.371
554,11,Sr,Terrence Williams,85.3,4.5,22.7,27.0,2.3,4.0,29.8,0.459,0.385
555,36,So,Terrico White,77.7,5.3,9.9,9.1,0.6,1.6,26.6,0.487,0.343
556,16,So,Terry Rozier,86.9,3.8,13.9,19.7,0.5,3.5,33.8,0.456,0.306
557,42,So,Thomas Bryant,68.6,9.7,17.2,9.8,5.7,1.6,51.9,0.556,0.383
558,5,Jr,Thomas Robinson,79.2,11.1,30.7,13.1,2.9,2.0,46.2,0.505,0.5
559,58,Sr,Thomas Welsh,81.2,9.1,25.8,7.8,2.8,1.1,17.4,0.527,0.402
560,24,Fr,Tim Hardaway Jr,76.7,3.0,11.7,12.6,0.6,2.1,31.6,0.479,0.374
561,24,Jr,Tim Hardaway Jr.,84.2,0.8,14.5,12.9,1.4,1.2,23.3,0.481,0.358
562,47,Fr,Tiny Gallon,57.0,13.2,25.5,7.6,3.3,1.7,39.9,0.573,0.235
563,19,Fr,Tobias Harris,72.5,7.5,20.6,10.4,3.4,1.4,42.3,0.4970000000000001,0.303
564,29,Sr,Toney Douglas,90.7,2.7,9.1,20.2,1.3,2.9,43.3,0.489,0.385
565,51,So,Tony Carr,83.3,3.0,13.4,29.3,0.9,1.4,30.7,0.395,0.433
566,37,So,Tony Mitchell,80.9,8.5,20.4,5.2,8.4,1.8,46.9,0.505,0.289
567,20,Jr,Tony Snell,77.5,1.6,8.1,22.4,1.9,1.6,29.9,0.452,0.39
568,25,Fr,Tony Wroten,75.3,8.0,9.8,24.5,1.2,3.5,59.1,0.483,0.161
