,pick,class,player,minutes_per,off_reb_per,def_reb_per,assist_per,block_per,steal_per,free_throw_per,two_point_per,three_point_per
513,33,Fr,Jalen Brunson,59.8,2.4,5.9,19.1,0.0,1.7,38.0,0.51,0.38299999999999995
514,33,So,Jalen Brunson,77.8,2.1,7.9,26.1,0.0,1.7,40.5,0.621,0.37799999999999995
515,33,Jr,Jalen Brunson,78.8,1.2,9.7,26.6,0.1,1.7,31.3,0.599,0.408
516,59,Fr,Jalen Harris,45.1,3.9,10.2,13.5,1.3,2.0,23.7,0.504,0.31
517,59,Jr,Jalen Harris,79.6,2.5,17.5,26.5,0.5,1.9,32.8,0.495,0.36200000000000004
518,52,Fr,Jalen McDaniels,62.1,10.7,23.9,6.5,2.5,1.9,52.4,0.624,0.222
519,52,So,Jalen McDaniels,78.3,7.3,22.7,15.9,1.9,2.1,28.3,0.5,0.306
520,10,Fr,Jalen Smith,64.8,12.5,16.4,7.1,5.1,1.0,39.7,0.563,0.268
521,10,So,Jalen Smith,78.1,11.5,25.4,6.1,8.3,1.3,47.4,0.604,0.368
522,41,So,Jamaal Franklin,70.0,7.0,23.1,10.2,2.1,1.5,52.0,0.504,0.315
523,41,Jr,Jamaal Franklin,82.6,5.6,26.3,21.7,2.3,3.0,55.6,0.478,0.27899999999999997
524,7,Fr,Jamal Murray,87.1,4.9,11.1,12.1,0.9,1.6,28.3,0.502,0.408
525,20,Fr,James Anderson,77.1,6.7,8.5,7.9,1.9,1.4,31.8,0.494,0.387
526,20,So,James Anderson,83.0,7.5,11.5,8.3,2.2,1.9,37.8,0.5479999999999999,0.408
527,20,Jr,James Anderson,84.8,6.7,12.9,16.5,2.0,2.4,52.2,0.5489999999999999,0.341
528,50,Jr,James Ennis,72.3,5.3,11.4,17.3,2.7,3.2,38.0,0.66,0.34700000000000003
529,50,Sr,James Ennis,83.5,6.3,15.5,14.2,4.1,3.1,37.3,0.5760000000000001,0.358
530,57,Sr,James Gist,77.4,6.7,18.9,9.0,6.7,2.2,39.9,0.537,0.31
531,3,Fr,James Harden,83.6,5.4,14.5,24.7,2.2,4.1,60.2,0.5760000000000001,0.40700000000000003
532,3,So,James Harden,88.3,5.5,14.6,29.2,1.1,3.1,59.7,0.564,0.35600000000000004
533,16,Fr,James Johnson,70.3,11.7,20.2,9.9,5.3,2.7,33.5,0.569,0.273
534,16,So,James Johnson,76.3,9.6,19.2,12.3,5.0,2.5,28.7,0.598,0.319
535,17,Fr,James Young,80.2,3.7,11.0,10.8,0.6,1.4,39.3,0.47,0.349
536,24,Fr,Jared Cunningham,47.7,5.2,8.0,11.4,0.6,4.4,65.4,0.547,0.33299999999999996
537,24,So,Jared Cunningham,70.7,4.1,8.3,15.6,0.9,5.5,79.5,0.466,0.36
538,24,Jr,Jared Cunningham,85.9,3.5,9.6,15.7,1.3,4.1,60.7,0.502,0.336
539,21,Fr,Jared Sullinger,78.9,14.1,26.0,7.4,2.0,2.0,65.1,0.55,0.25
540,21,So,Jared Sullinger,72.0,12.5,24.0,8.6,4.0,2.3,51.9,0.531,0.4
541,25,Fr,Jarell Martin,60.9,7.2,11.4,6.6,2.6,1.8,35.0,0.534,0.33299999999999996
542,25,So,Jarell Martin,85.9,9.7,18.1,10.5,1.8,1.9,51.1,0.545,0.26899999999999996
543,4,Fr,Jaren Jackson Jr.,54.4,8.7,19.7,9.3,14.2,1.6,57.3,0.596,0.396
544,35,So,Jarnell Stokes,71.0,17.3,22.3,10.9,4.1,1.5,68.8,0.528,0.0
545,35,Jr,Jarnell Stokes,81.2,15.1,23.2,13.4,2.8,1.4,61.9,0.537,0.0
546,59,Fr,Jaron Blossomgame,52.7,8.4,16.5,3.6,1.8,0.8,29.9,0.486,0.2
547,59,So,Jaron Blossomgame,76.6,9.2,21.1,7.8,1.3,1.6,48.6,0.536,0.28800000000000003
548,59,Jr,Jaron Blossomgame,84.8,6.1,16.6,10.7,4.2,1.4,43.4,0.536,0.446
549,59,Sr,Jaron Blossomgame,85.5,5.9,15.5,9.7,2.9,1.4,38.1,0.565,0.255
550,50,Fr,Jarrell Brantley,70.6,7.9,22.9,10.8,2.0,2.8,39.8,0.479,0.33299999999999996
551,50,So,Jarrell Brantley,80.0,6.6,23.4,8.5,2.6,2.1,43.9,0.491,0.373
552,50,Jr,Jarrell Brantley,59.5,6.9,19.4,11.8,2.6,1.9,31.0,0.539,0.385
553,50,Sr,Jarrell Brantley,84.4,6.6,23.8,15.4,3.0,2.4,34.7,0.5760000000000001,0.31
554,22,Fr,Jarrett Allen,80.4,11.0,18.8,5.5,5.0,1.0,47.2,0.579,0.0
555,6,Fr,Jarrett Culver,65.6,4.8,16.1,12.9,3.2,2.5,34.0,0.511,0.382
556,6,So,Jarrett Culver,80.6,5.7,17.3,25.9,2.2,2.7,37.7,0.526,0.304
557,41,So,Jarvis Varnado,70.4,9.0,18.5,3.5,16.1,1.1,58.8,0.643,0.5
558,41,Jr,Jarvis Varnado,69.5,11.6,19.8,6.7,15.2,1.3,48.3,0.544,0.0
559,41,Sr,Jarvis Varnado,77.9,10.7,23.1,6.2,14.3,1.2,66.5,0.5820000000000001,0.0
560,12,Sr,Jason Thompson,83.4,11.9,28.0,18.0,8.9,1.8,46.7,0.578,0.324
561,39,Fr,Jawun Evans,49.0,1.9,14.8,41.9,0.7,2.4,40.8,0.47,0.475
562,39,So,Jawun Evans,70.8,2.8,10.8,44.2,0.5,3.2,38.6,0.45299999999999996,0.376
563,8,Fr,Jaxson Hayes,50.0,8.8,16.2,2.6,10.6,1.5,59.2,0.728,0.0
564,3,Fr,Jaylen Brown,68.3,4.5,16.5,15.1,2.2,1.7,57.4,0.48200000000000004,0.294
565,56,Fr,Jaylen Hands,57.9,2.6,14.0,18.7,0.7,2.2,31.7,0.431,0.374
566,56,So,Jaylen Hands,77.1,1.3,10.5,36.5,0.5,2.3,28.5,0.447,0.373
567,43,Fr,Jaylen Nowell,80.4,3.6,10.8,17.7,0.9,1.8,27.8,0.484,0.35100000000000003
568,43,So,Jaylen Nowell,85.7,3.5,14.9,20.8,0.8,2.2,28.1,0.525,0.44
569,3,Fr,Jayson Tatum,65.3,4.9,19.7,12.4,3.2,2.3,38.1,0.504,0.342
570,31,Jr,Jeff Ayres,69.8,10.9,18.6,7.6,7.9,1.0,56.2,0.595,0.0
571,31,Sr,Jeff Ayres,80.2,11.0,21.9,6.7,3.3,1.0,48.3,0.662,0.0
572,19,Fr,Jeff Teague,70.8,1.8,8.2,17.8,2.0,3.6,46.9,0.447,0.377
573,19,So,Jeff Teague,79.9,1.7,8.6,20.2,2.0,3.1,59.0,0.502,0.441
574,39,Jr,Jeff Withey,61.9,10.2,18.4,5.6,15.3,1.5,73.9,0.536,0.0
575,39,Sr,Jeff Withey,76.0,8.8,20.9,6.2,13.7,1.4,60.4,0.58,1.0
576,31,Fr,Jeffery Taylor,64.9,12.7,14.7,15.4,1.6,2.1,51.3,0.552,0.22
577,31,Fr,Jeffery Taylor,67.3,8.8,12.7,13.5,1.3,2.3,64.7,0.507,0.0
578,31,So,Jeffery Taylor,78.4,6.5,12.8,16.2,1.7,1.9,43.8,0.493,0.345
579,31,Sr,Jeffery Taylor,79.5,8.4,12.1,12.6,1.4,2.4,36.9,0.5329999999999999,0.423
580,39,So,Jerami Grant,73.4,9.1,17.2,9.4,2.5,1.7,66.4,0.506,0.0
581,55,So,Jeremy Evans,51.3,9.9,18.7,5.0,8.0,1.3,42.1,0.6729999999999999,0.42100000000000004
582,55,Jr,Jeremy Evans,63.3,11.2,15.3,2.6,8.6,1.4,34.4,0.638,0.0
583,55,Sr,Jeremy Evans,65.3,13.5,17.8,5.9,7.2,1.9,44.1,0.6729999999999999,0.25
584,12,Fr,Jeremy Lamb,68.3,5.0,12.2,12.3,2.2,1.9,15.8,0.546,0.368
585,12,So,Jeremy Lamb,92.1,3.0,11.1,10.1,1.7,2.1,26.7,0.601,0.336
586,19,So,Jerian Grant,89.3,1.8,7.5,29.5,0.5,2.3,42.3,0.406,0.354
587,19,Jr,Jerian Grant,88.2,1.2,8.1,30.8,0.6,2.2,35.7,0.446,0.344
588,19,Sr,Jerian Grant,91.1,1.3,8.3,33.5,1.4,2.8,51.1,0.5720000000000001,0.316
589,32,Jr,Jermaine Taylor,81.7,6.2,10.5,12.6,1.1,2.0,26.3,0.531,0.36700000000000005
590,32,Sr,Jermaine Taylor,79.8,7.2,12.1,17.3,2.7,2.3,28.1,0.5429999999999999,0.375
591,44,Sr,Jerome Jordan,74.9,9.3,23.8,10.1,7.7,0.9,72.5,0.5529999999999999,0.0
592,13,Fr,Jerome Robinson,59.8,1.3,13.3,21.3,1.0,2.5,30.5,0.45,0.371
593,13,So,Jerome Robinson,85.1,1.9,11.2,21.4,1.2,2.8,32.3,0.465,0.33299999999999996
594,13,Jr,Jerome Robinson,89.0,1.6,9.4,19.5,0.4,1.4,34.2,0.5329999999999999,0.409
595,11,Fr,Jerryd Bayless,77.8,1.6,7.5,24.9,0.3,1.7,57.8,0.48700000000000004,0.415
596,32,Fr,Jevon Carter,59.0,4.6,7.2,14.8,0.5,4.7,23.1,0.423,0.314
597,32,So,Jevon Carter,68.8,2.7,9.7,21.2,1.3,3.4,31.0,0.45899999999999996,0.306
598,32,Jr,Jevon Carter,78.7,3.4,14.9,20.5,0.9,4.4,32.9,0.484,0.389
599,32,Sr,Jevon Carter,88.3,2.3,12.9,35.2,1.2,4.8,30.5,0.441,0.39299999999999996
600,10,Fr,Jimmer Fredette,44.0,1.4,5.0,19.2,0.5,2.4,17.3,0.507,0.336
601,10,So,Jimmer Fredette,83.0,2.0,8.1,23.8,0.3,2.7,36.1,0.536,0.38799999999999996
602,10,Jr,Jimmer Fredette,75.1,2.9,8.3,30.7,0.5,2.2,51.1,0.46799999999999997,0.44
603,10,Sr,Jimmer Fredette,89.4,2.0,8.5,28.6,0.1,2.1,36.9,0.491,0.39299999999999996
604,30,So,Jimmy Butler,48.9,12.6,10.9,6.6,2.5,1.4,104.7,0.534,0.0
605,30,Jr,Jimmy Butler,84.4,8.8,14.6,11.7,1.9,2.4,87.5,0.534,0.5
606,30,Sr,Jimmy Butler,86.3,8.2,12.0,13.2,1.1,2.4,62.8,0.515,0.345
607,41,Jr,Jodie Meeks,85.9,2.0,8.6,11.7,0.4,2.2,41.2,0.521,0.406
608,8,Jr,Joe Alexander,76.1,6.8,16.8,17.0,5.5,1.4,41.2,0.47700000000000004,0.289
609,58,Sr,Joe Crawford,80.1,4.2,8.7,16.0,0.6,1.0,32.4,0.5479999999999999,0.364
610,33,Fr,Joe Harris,72.8,4.6,14.0,10.3,1.5,1.9,22.7,0.42,0.41700000000000004
611,33,So,Joe Harris,75.4,4.1,12.1,13.0,1.5,1.6,33.6,0.49700000000000005,0.38
612,33,Jr,Joe Harris,81.1,3.5,11.9,16.1,1.8,1.8,36.8,0.502,0.425
613,33,Sr,Joe Harris,71.8,2.7,9.8,18.1,0.9,2.2,33.7,0.48700000000000004,0.4
614,52,Fr,Joel Bolomboy,53.9,14.8,24.5,3.6,7.4,1.0,89.6,0.537,0.0
615,52,So,Joel Bolomboy,74.7,16.4,28.1,4.1,2.4,1.0,76.5,0.491,1.0
616,52,Jr,Joel Bolomboy,83.0,13.4,23.3,5.9,4.7,1.1,60.8,0.47,0.366
617,52,Sr,Joel Bolomboy,75.6,12.5,30.6,7.9,3.2,1.1,68.9,0.598,0.34
618,3,Fr,Joel Embiid,45.9,12.7,27.3,11.5,11.7,2.3,83.6,0.639,0.2
619,33,Sr,Joey Dorsey,59.5,15.1,25.6,3.5,7.6,2.4,71.3,0.6509999999999999,0.0
620,19,So,John Collins,66.5,16.4,25.7,4.5,6.6,1.3,58.5,0.624,0.0
621,14,So,John Henson,66.6,12.7,25.3,5.8,11.6,1.2,39.0,0.506,0.16699999999999998
622,14,Jr,John Henson,66.8,9.1,25.1,8.0,9.6,1.1,32.9,0.5,0.0
623,23,Fr,John Jenkins,53.9,1.4,8.5,8.5,0.7,1.2,26.7,0.451,0.47600000000000003
624,23,So,John Jenkins,80.4,1.9,7.4,7.9,0.9,1.3,39.2,0.542,0.408
625,23,Jr,John Jenkins,80.9,1.7,8.2,8.4,1.0,1.5,33.4,0.542,0.439
626,1,Fr,John Wall,83.9,2.7,10.1,34.8,1.5,2.9,53.0,0.509,0.325
627,36,Fr,Johnny O'Bryant III,44.8,15.3,19.8,4.2,3.8,1.5,38.6,0.41200000000000003,0.16699999999999998
628,36,So,Johnny O'Bryant III,67.1,11.4,21.3,13.1,2.4,1.0,44.2,0.489,0.25
629,36,Jr,Johnny O'Bryant III,74.2,10.8,16.6,11.5,2.9,1.0,45.5,0.496,0.5
630,38,Jr,Jon Brockman,75.9,15.0,28.0,7.7,0.9,1.2,41.0,0.536,0.0
631,38,Sr,Jon Brockman,73.8,15.3,25.7,7.7,0.3,1.6,55.5,0.53,0.0
632,51,Fr,Jon Diebler,52.3,2.1,9.9,10.4,0.9,2.1,26.6,0.366,0.289
633,51,So,Jon Diebler,90.7,1.2,10.4,13.9,1.0,1.8,18.0,0.447,0.41600000000000004
634,51,Jr,Jon Diebler,92.4,0.9,7.9,7.1,0.3,1.9,23.4,0.516,0.42
635,51,Sr,Jon Diebler,88.9,1.3,7.9,11.6,0.4,1.7,27.6,0.525,0.502
636,40,So,Jon Leuer,52.5,8.4,16.3,10.3,3.4,1.6,30.8,0.513,0.29600000000000004
637,40,Jr,Jon Leuer,52.0,6.4,20.0,14.9,5.2,1.3,34.2,0.5489999999999999,0.391
638,40,Sr,Jon Leuer,83.1,6.5,22.6,12.8,3.1,1.0,27.7,0.513,0.37
639,6,Fr,Jonathan Isaac,59.9,7.7,25.0,7.5,6.2,2.4,46.1,0.593,0.348
640,6,Fr,Jonny Flynn,88.5,2.0,5.9,26.8,0.5,2.3,34.1,0.529,0.348
641,6,So,Jonny Flynn,90.7,1.9,5.9,32.6,0.4,2.0,48.0,0.517,0.321
642,22,Fr,Jordan Adams,70.4,2.4,11.2,11.3,1.1,4.2,41.5,0.5429999999999999,0.307
643,22,So,Jordan Adams,72.6,7.5,13.1,14.7,0.6,5.0,44.1,0.551,0.35600000000000004
644,38,Fr,Jordan Bell,57.5,8.9,19.3,9.8,11.3,1.9,16.8,0.595,0.0
645,38,So,Jordan Bell,41.5,8.8,20.1,11.2,8.1,3.0,34.0,0.583,0.0
646,38,Jr,Jordan Bell,72.5,12.4,21.8,11.5,8.5,2.6,41.6,0.6609999999999999,0.154
647,57,So,Jordan Bone,57.4,1.2,9.0,29.8,0.3,1.9,23.8,0.396,0.38
648,57,Jr,Jordan Bone,81.5,2.0,8.2,30.5,0.4,1.2,22.9,0.514,0.36
649,46,Fr,Jordan Clarkson,51.7,2.0,7.8,17.8,0.5,1.8,54.0,0.48700000000000004,0.303
650,46,So,Jordan Clarkson,82.5,4.2,9.6,18.9,1.7,1.7,44.5,0.461,0.374
651,46,Jr,Jordan Clarkson,86.8,2.9,9.3,23.3,0.6,1.9,41.7,0.5,0.281
652,27,Fr,Jordan Crawford,56.8,5.6,9.7,18.7,0.9,2.2,25.9,0.478,0.366
653,27,So,Jordan Crawford,79.4,3.4,12.0,20.1,0.6,2.4,27.4,0.501,0.391
654,26,Fr,Jordan Hamilton,49.2,5.3,13.8,13.5,1.6,2.2,21.3,0.461,0.365
655,26,So,Jordan Hamilton,80.0,7.0,18.5,14.6,1.8,1.6,22.1,0.48100000000000004,0.385
656,8,So,Jordan Hill,73.5,11.4,22.2,6.0,5.7,1.1,40.3,0.61,0.0
657,8,Jr,Jordan Hill,86.3,15.4,22.2,9.6,5.6,1.5,38.2,0.537,0.0
658,58,So,Jordan McRae,53.1,2.7,13.0,15.7,3.5,1.3,31.0,0.406,0.304
659,58,Jr,Jordan McRae,82.7,3.3,11.2,14.6,2.7,1.5,38.1,0.47200000000000003,0.355
660,58,Sr,Jordan McRae,80.4,2.6,10.2,17.8,3.3,1.4,41.4,0.493,0.35
661,33,Fr,Jordan Mickey,81.2,7.5,18.0,6.3,9.2,1.1,40.8,0.541,0.0
662,33,So,Jordan Mickey,80.1,10.5,19.6,7.6,9.7,1.5,38.8,0.514,0.111
663,45,So,Jordan Nwora,78.6,4.3,21.7,9.3,1.2,1.7,30.6,0.508,0.374
664,45,Jr,Jordan Nwora,82.2,6.0,19.8,8.4,0.9,1.3,29.8,0.469,0.402
665,28,So,Jordan Poole,82.6,0.8,9.4,13.0,0.7,2.0,24.4,0.518,0.369
666,36,Fr,Jordan Williams,61.5,12.7,23.2,1.6,3.5,1.7,47.1,0.517,0.0
667,36,So,Jordan Williams,81.3,12.6,26.0,3.9,4.1,1.2,57.6,0.5379999999999999,0.0
668,43,Fr,Joseph Young,74.5,2.7,10.4,14.8,0.7,1.8,16.8,0.441,0.37200000000000005
669,43,So,Joseph Young,78.3,1.9,9.5,14.7,0.0,0.9,40.3,0.485,0.418
670,43,Jr,Joseph Young,76.5,3.1,7.8,13.1,0.1,2.4,41.0,0.528,0.415
671,43,Sr,Joseph Young,91.1,1.7,11.4,21.0,0.1,1.8,23.2,0.506,0.364
672,18,Fr,Josh Green,71.7,4.8,11.9,16.0,1.6,2.8,38.0,0.446,0.361
673,45,Sr,Josh Harrellson,71.0,15.2,18.9,5.1,5.2,2.0,26.9,0.631,0.2
674,30,Fr,Josh Hart,52.5,10.2,13.7,8.1,1.4,1.5,55.2,0.67,0.313
675,30,So,Josh Hart,63.2,9.0,12.1,11.6,1.7,2.7,40.2,0.5579999999999999,0.46399999999999997
676,30,Jr,Josh Hart,78.2,7.6,17.1,12.4,0.9,2.2,30.6,0.595,0.35700000000000004
677,30,Sr,Josh Hart,82.9,5.9,17.5,18.8,1.0,2.9,36.7,0.579,0.40399999999999997
678,29,So,Josh Huestis,49.3,9.9,17.8,8.5,6.4,1.4,44.3,0.49200000000000005,0.27899999999999997
679,29,Jr,Josh Huestis,80.0,11.2,20.9,5.7,6.2,1.4,26.8,0.502,0.33799999999999997
680,29,Sr,Josh Huestis,87.6,8.8,18.4,6.8,5.9,1.0,29.5,0.483,0.33799999999999997
681,4,Fr,Josh Jackson,74.0,8.7,17.4,18.2,3.5,3.1,40.3,0.5489999999999999,0.37799999999999995
682,20,Fr,Josh Okogie,77.4,5.2,13.5,12.3,2.5,2.4,56.4,0.466,0.371
683,20,So,Josh Okogie,67.9,7.3,13.1,15.6,2.8,2.9,50.6,0.43200000000000005,0.38
684,40,So,Josh Richardson,75.6,4.8,11.9,10.8,2.4,2.2,37.0,0.5329999999999999,0.214
685,40,Jr,Josh Richardson,76.0,3.0,8.1,9.9,2.8,1.6,29.7,0.537,0.34700000000000003
686,40,Sr,Josh Richardson,90.4,2.9,13.2,24.4,2.0,3.8,31.1,0.509,0.359
687,17,Fr,Jrue Holiday,67.6,6.0,11.8,23.8,2.1,3.5,24.9,0.528,0.307
688,7,Fr,Julius Randle,76.3,13.4,24.7,10.0,2.6,1.0,73.7,0.516,0.16699999999999998
689,21,Fr,Justin Anderson,59.9,5.1,12.2,20.2,6.0,2.3,42.0,0.473,0.303
690,21,So,Justin Anderson,53.6,4.2,14.1,14.9,4.2,1.1,40.3,0.493,0.294
691,21,Jr,Justin Anderson,52.8,3.1,14.5,14.0,2.5,1.6,37.1,0.479,0.452
692,45,So,Justin Hamilton,51.0,13.9,13.4,2.9,4.8,0.7,58.3,0.617,0.0
693,45,Jr,Justin Hamilton,73.9,11.8,15.3,7.0,4.7,1.5,42.8,0.503,0.25
694,32,So,Justin Harper,57.5,8.4,16.2,5.1,3.9,1.4,28.7,0.47600000000000003,0.336
695,32,Jr,Justin Harper,61.1,8.0,16.8,9.0,3.8,1.9,24.8,0.583,0.344
696,32,Sr,Justin Harper,79.1,6.5,18.6,8.9,4.0,1.2,25.7,0.585,0.44799999999999995
697,15,Fr,Justin Jackson,67.4,5.9,8.8,15.1,2.0,1.1,28.3,0.544,0.304
698,15,So,Justin Jackson,70.9,7.2,7.9,16.3,1.6,1.3,23.1,0.537,0.292
699,15,Jr,Justin Jackson,80.2,4.9,10.8,16.0,0.8,1.4,22.4,0.51,0.368
700,43,Fr,Justin Jackson,70.0,7.3,16.4,6.3,3.0,1.8,36.2,0.44299999999999995,0.441
701,40,So,Justin James,63.4,5.0,14.2,19.7,1.8,1.7,43.8,0.485,0.423
702,40,Jr,Justin James,73.9,2.2,19.3,22.5,1.6,2.0,45.5,0.534,0.313
703,40,Sr,Justin James,95.0,3.2,22.4,33.0,1.6,2.2,47.6,0.457,0.301
704,16,Fr,Justin Patton,63.8,7.7,18.9,8.6,5.9,1.9,29.0,0.684,0.5710000000000001
705,53,So,Justin Wright-Foreman,70.3,2.6,11.8,13.7,0.2,1.6,31.0,0.5770000000000001,0.369
706,53,Jr,Justin Wright-Foreman,94.9,1.0,9.5,18.6,0.5,1.1,28.1,0.516,0.368
707,53,Sr,Justin Wright-Foreman,92.8,1.2,11.4,17.6,0.6,1.4,32.1,0.568,0.425
708,51,Fr,Justinian Jessup,59.0,1.8,11.1,10.6,1.4,2.3,20.8,0.44299999999999995,0.34600000000000003
709,51,So,Justinian Jessup,73.0,1.7,17.0,11.1,2.1,2.5,15.1,0.47100000000000003,0.45799999999999996
710,51,Jr,Justinian Jessup,88.3,1.8,14.9,15.4,1.8,1.7,13.5,0.488,0.406
711,51,Sr,Justinian Jessup,88.9,3.3,11.9,12.0,1.6,2.2,17.8,0.46799999999999997,0.392
712,10,Fr,Justise Winslow,72.3,5.4,19.8,13.2,2.9,2.8,43.8,0.516,0.418
713,32,So,K.J. McDaniels,62.2,7.8,14.0,6.5,8.3,2.7,31.3,0.494,0.33299999999999996
714,32,Jr,K.J. McDaniels,82.4,8.8,15.9,12.7,8.9,2.3,40.2,0.527,0.304
715,32,So,KZ Okpala,76.1,4.1,14.9,13.0,1.4,1.7,47.1,0.493,0.368
716,53,Jr,Kadeem Allen,60.9,1.2,12.4,25.4,3.1,2.4,44.2,0.49700000000000005,0.36
717,53,Sr,Kadeem Allen,68.9,1.5,13.7,17.8,2.3,3.1,49.2,0.466,0.42700000000000005
718,54,Fr,Kahlil Felder,80.7,1.5,13.5,38.8,0.5,1.5,45.7,0.43700000000000006,0.33299999999999996
719,54,So,Kahlil Felder,95.7,2.4,12.6,39.5,0.7,3.0,53.3,0.462,0.341
720,54,Jr,Kahlil Felder,91.5,2.2,9.7,50.0,0.5,2.9,46.1,0.485,0.355
721,1,Fr,Karl-Anthony Towns,52.3,14.1,22.2,11.5,11.4,1.4,52.3,0.5770000000000001,0.25
722,15,Fr,Kawhi Leonard,77.7,13.7,23.7,12.1,2.6,2.8,33.1,0.513,0.203
723,15,So,Kawhi Leonard,79.6,11.4,25.9,16.4,1.9,2.8,32.1,0.47200000000000003,0.284
724,48,So,Keita Bates-Diop,73.2,5.2,16.5,7.2,4.3,1.4,28.6,0.525,0.324
725,48,Jr,Keita Bates-Diop,81.8,5.7,24.5,10.5,5.9,1.6,27.4,0.547,0.359
726,48,So,Keith Benson,68.5,11.6,22.2,5.5,9.6,1.2,65.2,0.618,0.0
727,48,Jr,Keith Benson,79.5,10.7,26.3,5.5,10.1,0.8,66.8,0.526,0.4
728,48,Sr,Keith Benson,81.0,9.1,24.3,6.0,9.8,1.4,57.1,0.555,0.364
729,29,Fr,Keldon Johnson,76.2,5.5,16.5,10.6,0.6,1.5,41.6,0.498,0.381
730,13,Jr,Kelly Olynyk,60.3,11.8,20.1,15.1,5.1,1.6,50.5,0.6609999999999999,0.31
731,15,Fr,Kelly Oubre,52.3,6.4,19.2,8.1,1.8,3.3,44.4,0.49700000000000005,0.358
732,9,Fr,Kemba Walker,59.3,4.0,10.3,21.0,0.6,2.5,54.7,0.514,0.295
733,9,So,Kemba Walker,88.0,3.1,9.5,29.2,1.2,3.4,53.6,0.43,0.33899999999999997
734,9,Jr,Kemba Walker,92.4,3.9,11.5,28.0,0.5,3.1,42.6,0.47100000000000003,0.33
735,13,Fr,Kendall Marshall,61.4,0.7,7.7,40.7,0.3,2.4,46.2,0.434,0.377
736,13,So,Kendall Marshall,77.9,0.5,7.3,45.1,0.5,2.0,35.1,0.527,0.354
737,22,Fr,Kenneth Faried,50.4,20.1,30.3,4.4,5.3,3.6,33.8,0.509,0.0
738,22,So,Kenneth Faried,73.4,17.1,34.3,11.1,7.6,3.5,53.1,0.544,0.25
739,22,Jr,Kenneth Faried,76.4,15.8,37.3,4.1,7.9,3.1,61.6,0.575,0.0
740,22,Sr,Kenneth Faried,87.0,19.9,30.9,7.3,8.1,3.4,68.9,0.61,0.0
741,8,Fr,Kentavious Caldwell-Pope,79.4,5.0,14.7,9.8,1.3,3.7,21.1,0.512,0.304
742,8,So,Kentavious Caldwell-Pope,83.5,4.3,19.7,16.8,1.9,3.8,39.3,0.498,0.373
743,57,Fr,Kevin Hervey,54.3,9.8,19.9,7.0,1.4,1.6,23.4,0.495,0.264
744,57,Jr,Kevin Hervey,68.4,5.8,27.8,16.0,1.9,2.3,34.5,0.556,0.321
745,57,Sr,Kevin Hervey,80.3,8.0,20.1,15.2,2.2,2.1,25.7,0.522,0.33899999999999997
746,19,Fr,Kevin Huerter,74.1,2.7,16.0,17.9,2.4,1.9,11.0,0.494,0.379
747,19,So,Kevin Huerter,85.5,3.9,13.1,20.0,2.1,1.1,30.9,0.6,0.414
748,9,Fr,Kevin Knox,80.7,3.3,14.5,8.7,1.0,1.5,37.2,0.511,0.341
749,5,Fr,Kevin Love,74.1,15.3,28.6,13.8,5.0,1.5,63.4,0.608,0.354
750,47,Fr,Kevin Murphy,51.1,4.3,12.1,16.0,1.0,1.5,33.6,0.358,0.405
751,47,So,Kevin Murphy,77.1,4.1,10.4,14.0,0.3,1.2,41.2,0.515,0.31
752,47,Jr,Kevin Murphy,75.0,2.3,15.9,13.2,0.7,1.9,39.7,0.517,0.33
753,47,Sr,Kevin Murphy,85.8,3.1,15.6,17.0,0.7,1.4,31.1,0.44799999999999995,0.42
754,30,Fr,Kevon Looney,76.8,12.2,21.0,9.1,3.3,2.5,45.8,0.48100000000000004,0.415
755,32,Fr,Kezie Okpala,46.5,4.8,9.5,11.6,2.0,1.9,57.1,0.425,0.226
756,39,Fr,Khris Middleton,52.0,6.6,12.7,10.4,1.4,2.5,38.9,0.517,0.337
757,39,So,Khris Middleton,73.7,8.1,13.4,23.6,0.2,2.4,42.4,0.48700000000000004,0.373
758,39,Jr,Khris Middleton,44.3,5.7,15.8,19.0,1.1,2.1,22.2,0.48100000000000004,0.257
759,38,Fr,Khyri Thomas,45.2,5.1,16.4,12.8,0.5,2.9,27.6,0.496,0.418
760,38,So,Khyri Thomas,78.8,5.7,14.5,17.4,1.4,2.7,23.7,0.574,0.4
761,38,Jr,Khyri Thomas,79.5,4.0,11.1,15.4,0.7,3.0,25.4,0.632,0.41600000000000004
762,44,So,Kim English,59.7,3.8,11.7,9.8,0.4,3.1,33.0,0.413,0.37
763,44,Jr,Kim English,63.3,2.1,11.3,12.6,1.3,2.6,38.3,0.368,0.34600000000000003
764,44,Sr,Kim English,83.6,3.4,11.9,8.6,0.9,2.3,36.6,0.589,0.45899999999999996
765,13,Fr,Kira Lewis Jr.,78.8,1.4,7.5,19.0,0.9,1.5,31.7,0.486,0.358
766,13,So,Kira Lewis Jr.,92.5,2.3,10.7,27.7,1.5,2.5,29.1,0.507,0.364
767,11,Fr,Klay Thompson,82.1,3.4,12.6,14.5,2.2,1.9,8.2,0.42700000000000005,0.41200000000000003
768,11,So,Klay Thompson,86.7,4.0,13.3,15.0,2.2,2.4,34.5,0.449,0.358
769,11,Jr,Klay Thompson,83.0,2.6,14.0,25.0,3.1,2.8,33.6,0.466,0.39799999999999996
770,23,Fr,Kosta Koufos,67.5,12.2,15.7,4.5,7.7,1.0,22.9,0.535,0.349
